Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
1.2,114607351,59136,1938.0,1952.0,1824,2016,21.0,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, __half, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
1.0,93826716,49148,1909.1,1664.0,1600,15392,768.4,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)1>(const float *, void *, long, long, long)"
0.9,89058194,59264,1502.7,1472.0,1280,2208,178.1,"void convert_unary<float, __half>(const void *, T2 *, long)"
0.8,81199660,59264,1370.1,1344.0,1280,4320,143.6,"void convert_unary<__half, float>(const void *, T2 *, long)"
0.6,57498751,12288,4679.3,4672.0,4576,5408,60.6,"concat_f32_dim0(const float *, const float *, float *, long, long)"
0.4,41653866,24384,1708.2,1696.0,1632,1793,35.8,"void l2_norm_f32<(int)256>(const float *, float *, int, float)"
0.3,33471787,12288,2723.9,2560.0,2240,23328,1767.7,"void ssm_conv_single_seq_f32_nc4<(int)32>(const float *, const float *, const float *, float *, int, int, int, int, int)"
0.3,31825615,16252,1958.3,1920.0,1855,12544,655.6,"void hadamard_f32<(int)256>(const char *, char *, int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.3,31267450,16383,1908.5,1760.0,1632,19744,1425.0,"void k_add_same<(int)256, float>(long, const T2 *, const T2 *, T2 *)"
0.3,30828605,7934,3885.6,3840.0,3647,15712,1005.1,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.3,30019186,789,38047.1,34464.0,7808,60160,15352.0,"void mul_mat_q_split_k_fixup<(int)96, (int)8, (bool)0, (int)4>(float *, const float *, int, int, int)"
0.3,27526132,96,286730.5,286768.0,272032,295200,3891.4,"void mul_mat_q_split_k<(ggml_type)159, (int)96, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
0.3,26714949,12288,2174.1,2080.0,2016,13184,936.2,"void fused_rms_norm_f32<(int)128, float>(const T2 *, const float *, float *, int, float)"
0.3,26055153,16258,1602.6,1600.0,1536,1760,23.9,"quantize_q8_1(const float *, void *, long, long)"
0.3,25963306,12288,2112.9,2112.0,2047,3392,75.5,"ssm_conv_single_seq_final_state_f32(const float *, const float *, float *, int, int, int, int, int, int)"
0.2,22944723,12414,1848.3,1408.0,1344,33760,3146.9,"fused_mul_silu_f32(const float *, const float *, float *, int)"
0.2,20335931,12288,1654.9,1664.0,1599,1920,31.4,"k_fused_softplus(int, int, const float *, const float *, const float *, float *)"
0.2,18092700,12288,1472.4,1376.0,1343,12864,940.5,"silu_f32(const float *, float *, int)"
0.2,17389433,8190,2123.3,2112.0,1920,13472,678.9,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool)"
0.2,17344442,8190,2117.8,2112.0,1952,11968,619.4,"void fused_rms_norm_f32<(int)256, float>(const T2 *, const float *, float *, int, float)"
0.1,7964063,3967,2007.6,1952.0,1919,9024,590.1,"void k_bin_bcast<&op_mul, float, float, float>(const T2 *, const T3 *, T4 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
0.1,5599677,3967,1411.6,1376.0,1343,5792,375.8,"sigmoid_f32(const float *, float *, int)"
0.0,848544,192,4419.5,4400.0,4096,4992,205.2,"void l2_norm_f32_nc<(int)32>(const float *, float *, int, long, long, long, float)"
0.0,714207,96,7439.7,7456.0,7200,7680,87.6,"scale_f32(const float *, float *, float, float, long)"
