Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
1.2,114626255,59136,1938.3,1952.0,1887,2016,20.9,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, __half, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
1.0,93833516,49148,1909.2,1664.0,1599,15264,767.9,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)1>(const float *, void *, long, long, long)"
0.9,89075520,59264,1503.0,1472.0,1280,2176,178.3,"void convert_unary<float, __half>(const void *, T2 *, long)"
0.8,81223241,59264,1370.5,1344.0,1280,4288,143.4,"void convert_unary<__half, float>(const void *, T2 *, long)"
0.6,57484108,12288,4678.1,4672.0,4576,5344,60.8,"concat_f32_dim0(const float *, const float *, float *, long, long)"
0.4,41665866,24384,1708.7,1696.0,1632,1792,35.7,"void l2_norm_f32<(int)256>(const float *, float *, int, float)"
0.3,33450663,12288,2722.2,2560.0,2240,23456,1766.7,"void ssm_conv_single_seq_f32_nc4<(int)32>(const float *, const float *, const float *, float *, int, int, int, int, int)"
0.3,31809016,16252,1957.2,1920.0,1855,12608,655.4,"void hadamard_f32<(int)256>(const char *, char *, int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.3,31271584,16383,1908.8,1760.0,1632,19776,1431.4,"void k_add_same<(int)256, float>(long, const T2 *, const T2 *, T2 *)"
0.3,30827950,7934,3885.5,3840.0,3647,15648,1004.1,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.3,29988588,789,38008.3,34464.0,8032,59552,15346.3,"void mul_mat_q_split_k_fixup<(int)96, (int)8, (bool)0, (int)4>(float *, const float *, int, int, int)"
0.3,27574860,96,287238.1,287120.0,276640,293697,3574.5,"void mul_mat_q_split_k<(ggml_type)159, (int)96, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
0.3,26715399,12288,2174.1,2080.0,2016,13184,936.3,"void fused_rms_norm_f32<(int)128, float>(const T2 *, const float *, float *, int, float)"
0.3,26058058,16258,1602.8,1600.0,1536,1760,23.6,"quantize_q8_1(const float *, void *, long, long)"
0.3,25970524,12288,2113.5,2112.0,2047,3392,75.8,"ssm_conv_single_seq_final_state_f32(const float *, const float *, float *, int, int, int, int, int, int)"
0.2,22937262,12414,1847.7,1408.0,1344,33504,3148.3,"fused_mul_silu_f32(const float *, const float *, float *, int)"
0.2,20334518,12288,1654.8,1664.0,1599,1920,31.8,"k_fused_softplus(int, int, const float *, const float *, const float *, float *)"
0.2,18076718,12288,1471.1,1376.0,1343,12928,939.9,"silu_f32(const float *, float *, int)"
0.2,17385517,8190,2122.8,2112.0,1920,13440,678.3,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool)"
0.2,17342645,8190,2117.5,2112.0,1952,11904,619.2,"void fused_rms_norm_f32<(int)256, float>(const T2 *, const float *, float *, int, float)"
0.1,7964314,3967,2007.6,1952.0,1919,9024,589.6,"void k_bin_bcast<&op_mul, float, float, float>(const T2 *, const T3 *, T4 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
0.1,5599294,3967,1411.5,1376.0,1344,5792,375.2,"sigmoid_f32(const float *, float *, int)"
0.0,850399,192,4429.2,4448.0,3968,4960,183.4,"void l2_norm_f32_nc<(int)32>(const float *, float *, int, long, long, long, float)"
0.0,714784,96,7445.7,7456.0,7264,7648,88.8,"scale_f32(const float *, float *, float, float, long)"
