PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
231670,231670,1,69576,69576,113692.5,95454.5,42044,593541,55956.0,3298.9,3159.0,2872,33399,760.3,108419.4,90241.0,31094,588228,55943.8,1974.2,2048.0,1408,2368,200.7,cudaLaunchKernel,"void mul_mat_q_split_k_fixup<(int)8, (int)8, (bool)0, (int)4>(float *, const float *, int, int, int)"
231670,231670,0,69318,69316,108878.2,88296.0,18598,1598139,52705.9,3389.2,3197.0,2832,1597843,8482.8,103527.0,82965.5,1161,302042,52076.5,1965.0,2048.0,1376,2304,202.6,cudaLaunchKernel,"void mul_mat_q_split_k_fixup<(int)8, (int)8, (bool)0, (int)4>(float *, const float *, int, int, int)"
231670,231670,0,16221,16214,105814.1,69709.0,6012,1165334,85661.7,3570.8,3301.0,2997,199899,1747.9,100343.6,64279.0,329,1149706,85342.6,1943.2,1888.0,1824,12544,655.1,cudaLaunchKernel,"void hadamard_f32<(int)256>(const char *, char *, int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
231670,231670,0,63,61,100688.5,99841.0,99198,148812,6180.8,4753.1,3839.0,3505,53504,6263.9,827.9,798.0,508,1176,125.2,95142.4,95072.0,94816,95872,227.0,cudaLaunchKernel,"void fused_mul_mat_vec_q<(ggml_type)2, (int)2, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
231670,231670,1,63,62,100393.5,99587.0,99080,137873,4866.9,4482.0,3697.0,3419,41797,4851.4,896.1,841.5,652,1654,183.2,95032.9,94976.0,94688,95936,245.1,cudaLaunchKernel,"void fused_mul_mat_vec_q<(ggml_type)2, (int)2, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
231670,231670,0,16320,16265,92566.9,92355.0,91627,111184,944.0,4008.6,3831.0,3419,23123,874.9,797.9,773.0,10,2110,105.5,87774.0,87711.0,87168,91872,506.2,cudaLaunchKernel,"void fused_mul_mat_vec_q<(ggml_type)2, (int)1, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
231670,231670,1,16320,16274,92457.4,92252.0,91489,117138,939.9,3891.3,3710.0,3318,28803,885.2,887.2,832.0,269,2013,178.0,87689.7,87616.0,87072,93792,462.1,cudaLaunchKernel,"void fused_mul_mat_vec_q<(ggml_type)2, (int)1, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
231670,231670,1,12279,12257,91687.9,93952.0,46876,106025,7999.4,3683.1,3504.0,3199,19581,788.4,45914.2,48164.0,93,61212,8003.4,42173.5,42208.0,40736,44128,445.9,cudaLaunchKernel,"void mul_mat_q_split_k<(ggml_type)159, (int)8, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
231670,231670,1,8238,8238,91104.6,79761.0,40075,547792,52574.5,3500.5,3317.0,3070,149587,1772.1,85500.3,74308.0,414,540046,52207.2,2103.9,2080.0,1920,11936,611.2,cudaLaunchKernel,"void fused_rms_norm_f32<(int)256, float>(const T2 *, const float *, float *, int, float)"
231670,231670,1,8238,8238,85795.2,74448.0,6136,559344,53688.2,3679.5,3483.5,3122,23576,829.3,80006.6,68786.5,751,552357,53272.4,2109.1,2112.0,1920,13248,663.7,cudaLaunchKernel,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool)"
231670,231670,1,32988,32943,85434.0,61819.5,7073,1191790,71497.6,3740.2,3595.0,3265,19847,809.0,75095.9,50759.0,38,1169442,72765.1,6700.9,2464.0,2080,19008,5619.1,cudaLaunchKernel,"void cpy_flt<&cpy_1_flt<float, float>>(const char *, char *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, char **, int)"
231670,231670,0,12375,12375,83084.0,80412.0,28467,770180,59815.3,3712.5,3501.0,3198,20941,883.5,77464.0,75042.0,16938,748743,58406.0,1907.5,1760.0,1632,18784,1419.8,cudaLaunchKernel,"void k_add_same<(int)256, float>(long, const T2 *, const T2 *, T2 *)"
231670,231670,0,12279,12255,82308.3,84565.0,45627,97519,9435.2,3816.4,3612.0,3318,51689,983.0,36524.7,38782.0,30,52499,9596.4,42039.6,42048.0,40576,43648,466.2,cudaLaunchKernel,"void mul_mat_q_split_k<(ggml_type)159, (int)8, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
231670,231670,0,8238,8238,81653.4,78836.5,10439,536990,38620.9,3538.5,3389.0,3022,19500,689.5,76014.9,73351.0,5147,529125,38077.5,2099.9,2080.0,1887,11840,614.3,cudaLaunchKernel,"void fused_rms_norm_f32<(int)256, float>(const T2 *, const float *, float *, int, float)"
231670,231670,1,8238,8228,79134.4,68351.0,7932,578637,55315.1,3797.7,3597.0,3218,20297,887.9,71538.7,60868.0,606,560037,54558.3,3885.4,3904.0,3616,15648,993.6,cudaLaunchKernel,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
231670,231670,0,32733,32682,75592.6,54840.0,7123,1180073,66991.8,3770.0,3625.0,3269,23092,831.8,65199.3,43632.5,15,1157872,68266.9,6725.5,2432.0,2080,19008,5620.4,cudaLaunchKernel,"void cpy_flt<&cpy_1_flt<float, float>>(const char *, char *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, char **, int)"
231670,231670,0,8238,8236,75413.1,72267.5,6172,1526125,43124.2,4078.8,3725.0,3142,1525298,16790.9,69243.1,66457.0,925,541180,39427.0,2108.2,2112.0,1920,13056,664.2,cudaLaunchKernel,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool)"
231670,231670,1,12501,12481,69573.4,59226.0,6315,1614268,102311.8,3539.0,3258.0,2979,1614268,14428.5,64169.7,54242.0,21,1007920,98318.8,1967.8,1632.0,1344,33568,3141.7,cudaLaunchKernel,"fused_mul_silu_f32(const float *, const float *, float *, int)"
231670,231670,1,59658,59530,68497.4,8488.0,7778,4208021,279818.3,3387.1,3242.0,2995,25829,781.1,42902.2,1037.0,2,488832,67804.2,22302.5,3968.0,3872,4203616,274198.5,cuLaunchKernel,void cutlass::Kernel2<cutlass_75_wmma_tensorop_h161616gemm_16x16_128x2_tn_align8>(T1::Params)
231670,231670,1,49623,49553,67887.1,58857.0,5754,1196616,83035.1,3436.3,3285.0,3017,27812,765.7,62628.6,53947.0,6,1189598,82618.5,1911.6,1664.0,1600,15136,769.8,cudaLaunchKernel,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)1>(const float *, void *, long, long, long)"
231670,231670,0,7728,7718,67460.4,65270.0,8015,567458,42803.3,3901.9,3700.0,3218,23187,935.5,59776.4,57731.5,712,549032,41749.7,3860.0,3840.0,3616,15712,1022.5,cudaLaunchKernel,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
231670,231670,1,59658,59487,64466.8,5911.5,5213,4208255,279886.8,3483.3,3312.0,3048,1527506,6288.5,59778.7,1064.0,15,4200304,279991.4,1378.1,1344.0,1280,4320,193.1,cudaLaunchKernel,"void convert_unary<__half, float>(const void *, T2 *, long)"
231670,231670,0,49368,49277,62834.4,50129.5,5729,1183226,79443.1,3535.5,3370.0,3082,23347,835.1,57517.3,45163.0,83,1176155,79012.0,1888.8,1664.0,1599,15360,768.2,cudaLaunchKernel,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)1>(const float *, void *, long, long, long)"
231670,231670,1,12375,12374,62296.5,61582.0,6896,438647,33264.3,3508.8,3346.0,3033,23313,809.6,56623.8,56059.5,637,421784,32371.5,2168.7,2080.0,2016,12992,933.3,cudaLaunchKernel,"void fused_rms_norm_f32<(int)128, float>(const T2 *, const float *, float *, int, float)"
231670,231670,1,12375,12353,62090.9,63756.0,6768,73727,6319.6,3653.8,3480.0,3182,19616,740.2,55908.3,57719.0,307,67830,7118.1,2628.7,2496.0,2208,22912,1748.5,cudaLaunchKernel,"void ssm_conv_single_seq_f32_nc4<(int)32>(const float *, const float *, const float *, float *, int, int, int, int, int)"
231670,231670,1,12375,12351,60684.5,62408.0,6411,72684,6448.7,3395.1,3255.0,2977,56803,796.0,55286.7,56972.0,351,67381,6186.3,2110.6,2112.0,2048,2752,55.1,cudaLaunchKernel,"ssm_conv_single_seq_final_state_f32(const float *, const float *, float *, int, int, int, int, int, int)"
231670,231670,0,12501,12478,60505.8,50220.0,6244,1029275,101157.3,3459.2,3301.0,3044,19287,722.6,55276.5,45350.0,3,993927,98059.8,1872.2,1408.0,1343,33728,3162.8,cudaLaunchKernel,"fused_mul_silu_f32(const float *, const float *, float *, int)"
231670,231670,1,12375,12352,58028.4,59750.0,5822,70241,6213.9,3565.3,3394.0,3096,20589,729.4,53102.5,54907.0,52,65504,6415.9,1459.9,1376.0,1343,12128,910.0,cudaLaunchKernel,"silu_f32(const float *, float *, int)"
231670,231670,1,12375,12349,55029.5,54198.0,12112,418826,32353.6,3846.2,3655.0,3355,20745,813.4,40715.5,42777.0,47,52541,6886.5,10554.2,7584.0,5760,391776,33570.6,cudaLaunchKernel,"void delta_net_recurrent_f32<(int)128, (int)256>(const float *, const float *, const float *, const float *, const float *, const float *, float *, long, long, int, long, long, long, int, unsigned long, unsigned long, unsigned long)"
231670,231670,1,12375,12352,54914.1,54164.0,10748,421205,32356.4,3546.3,3370.0,3071,23918,785.5,46782.6,46032.0,48,411569,32256.1,4672.8,4672.0,4576,5344,58.7,cudaLaunchKernel,"concat_f32_dim0(const float *, const float *, float *, long, long)"
231670,231670,0,12375,12346,54828.1,56906.0,6951,70360,8829.6,3735.4,3520.0,3200,19893,870.5,48500.1,50745.0,45,64403,9546.3,2707.5,2528.0,2240,23264,1767.4,cudaLaunchKernel,"void ssm_conv_single_seq_f32_nc4<(int)32>(const float *, const float *, const float *, float *, int, int, int, int, int)"
231670,231670,0,12375,12375,53716.5,52916.0,12745,435057,34110.4,3549.7,3392.0,3089,20178,737.9,48009.3,47354.0,962,418894,33236.5,2157.5,2080.0,2015,13376,936.5,cudaLaunchKernel,"void fused_rms_norm_f32<(int)128, float>(const T2 *, const float *, float *, int, float)"
231670,231670,0,12375,12347,53291.2,55434.0,6380,69084,8996.2,3412.4,3234.0,2960,24708,854.3,47890.7,50020.0,281,63769,8966.3,2097.4,2080.0,2016,3456,92.1,cudaLaunchKernel,"ssm_conv_single_seq_final_state_f32(const float *, const float *, float *, int, int, int, int, int, int)"
231670,231670,1,24468,24422,52445.5,53991.0,5722,66298,6207.9,3393.1,3250.0,3007,22084,750.2,47442.1,48969.0,374,61363,6028.4,1700.1,1696.0,1632,1792,30.7,cudaLaunchKernel,"void l2_norm_f32<(int)256>(const float *, float *, int, float)"
231670,231670,1,59658,59527,51846.0,5999.5,5084,504701,70774.9,3358.7,3233.0,2930,46346,735.6,47098.6,1050.0,13,499132,70719.5,1493.7,1472.0,1280,2176,179.9,cudaLaunchKernel,"void convert_unary<float, __half>(const void *, T2 *, long)"
231670,231670,0,12375,12348,50577.9,52626.0,5850,66439,8588.0,3790.9,3562.0,3254,27768,982.6,45426.8,47602.0,161,61563,8938.1,1460.0,1376.0,1343,12768,957.2,cudaLaunchKernel,"silu_f32(const float *, float *, int)"
231670,231670,0,59400,59217,49867.9,5924.0,5056,507140,68833.0,3371.2,3213.0,2899,108611,877.4,45151.4,1032.0,11,500002,68765.8,1486.5,1472.0,1279,2144,170.7,cudaLaunchKernel,"void convert_unary<float, __half>(const void *, T2 *, long)"
231670,231670,1,59400,59268,49433.3,7276.0,6116,1536996,68227.0,3496.7,3308.0,3029,1536657,6335.1,44110.1,2028.0,37,490301,67942.0,1926.1,1920.0,1824,2016,20.9,cudaLaunchKernelExC_v11060,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, __half, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
231670,231670,1,12375,12352,48758.8,50597.0,5821,1551989,15080.3,3632.1,3351.0,3082,1551989,13942.2,43561.6,45538.0,259,55183,6655.7,1646.8,1632.0,1600,1856,30.3,cudaLaunchKernel,"k_fused_softplus(int, int, const float *, const float *, const float *, float *)"
231670,231670,0,59400,59203,47300.7,8406.0,7757,494364,65389.4,3385.4,3241.0,2997,22381,725.0,39832.6,1042.0,2,485757,65287.9,4217.7,3968.0,3872,5376,353.1,cuLaunchKernel,void cutlass::Kernel2<cutlass_75_wmma_tensorop_h161616gemm_16x16_128x2_tn_align8>(T1::Params)
231670,231670,0,12375,12349,46974.3,46031.0,12137,417769,33169.5,3963.7,3748.0,3419,21483,918.3,32585.7,34501.0,122,47752,8399.1,10494.7,7520.0,5760,389438,33351.6,cudaLaunchKernel,"void delta_net_recurrent_f32<(int)128, (int)256>(const float *, const float *, const float *, const float *, const float *, const float *, float *, long, long, int, long, long, long, int, unsigned long, unsigned long, unsigned long)"
231670,231670,0,12375,12350,46575.5,45742.0,10145,417456,33188.7,3687.4,3491.0,3206,22092,808.2,38329.6,37511.5,25,408579,33113.0,4636.6,4640.0,4544,5280,58.0,cudaLaunchKernel,"concat_f32_dim0(const float *, const float *, float *, long, long)"
231670,231670,0,59400,59209,46048.2,7258.0,6038,1552449,65582.1,3545.4,3304.0,2980,1551199,6408.1,40723.9,2017.0,11,486902,65277.9,1911.4,1920.0,1824,1984,22.7,cudaLaunchKernelExC_v11060,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, __half, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
231670,231670,0,24468,24421,44551.7,46548.0,5569,61497,8431.6,3437.9,3294.0,2985,24501,801.8,39493.4,41486.0,181,56409,8402.9,1697.0,1696.0,1631,1792,34.7,cudaLaunchKernel,"void l2_norm_f32<(int)256>(const float *, float *, int, float)"
231670,231670,0,59400,59187,42959.2,5799.0,5184,1029704,64421.7,3465.8,3303.0,3059,1029704,4277.3,38287.1,1028.0,40,482267,64329.4,1345.8,1312.0,1248,1632,62.1,cudaLaunchKernel,"void convert_unary<__half, float>(const void *, T2 *, long)"
231670,231670,0,12375,12349,40763.9,42739.0,5919,55423,8337.4,3565.9,3402.0,3127,22404,761.6,35642.5,37589.0,145,50497,8402.5,1631.2,1632.0,1568,1856,29.9,cudaLaunchKernel,"k_fused_softplus(int, int, const float *, const float *, const float *, float *)"
231670,231670,1,186,184,31530.8,13937.5,11348,71198,22851.6,3923.6,3615.5,3162,14198,1073.4,20594.6,957.0,492,60517,23259.1,7274.7,7328.0,6848,7680,204.8,cudaLaunchKernel,"scale_f32(const float *, float *, float, float, long)"
231670,231670,1,282,280,29699.5,31862.0,6033,36581,5838.0,3722.0,3376.0,3065,19061,1159.7,22541.0,24260.0,944,31375,5545.0,3598.6,4224.0,1728,4992,1213.7,cudaLaunchKernel,"void l2_norm_f32_nc<(int)32>(const float *, float *, int, long, long, long, float)"
231670,231670,0,186,185,28328.8,13400.5,11562,67726,19784.2,4083.4,3732.0,3250,22219,1556.9,17124.9,960.0,502,57385,20227.3,7213.7,7296.0,6848,7776,218.8,cudaLaunchKernel,"scale_f32(const float *, float *, float, float, long)"
231670,231670,0,282,279,27704.6,29840.0,5828,36557,7568.1,3874.0,3457.5,3064,9040,998.3,20470.4,22314.0,58,28790,6598.0,3583.0,4224.0,1696,5024,1215.6,cudaLaunchKernel,"void l2_norm_f32_nc<(int)32>(const float *, float *, int, long, long, long, float)"
231670,231670,1,33261,33180,10843.1,9456.0,8704,1548478,16089.9,3723.8,3479.0,3128,1545189,8496.4,2396.1,1322.0,10,344356,13530.7,4735.6,4640.0,4256,15904,917.4,cudaLaunchKernel,"void fused_rms_norm_f32<(int)1024, float>(const T2 *, const float *, float *, int, float)"
231670,231670,0,33003,32634,10169.0,9866.0,9108,46517,1775.4,4481.5,4177.0,3802,44609,1763.8,1027.9,1024.0,4,1953,231.5,4697.0,4608.0,4256,15904,890.7,cudaLaunchKernel,"void fused_rms_norm_f32<(int)1024, float>(const T2 *, const float *, float *, int, float)"
231670,231670,1,16383,16328,6836.8,6768.0,5625,27548,640.5,3389.1,3246.0,2971,25397,774.5,1860.3,1888.0,10,2819,303.3,1596.2,1600.0,1536,1824,22.9,cudaLaunchKernel,"quantize_q8_1(const float *, void *, long, long)"
231670,231670,0,16383,16328,6327.3,6198.0,5712,27030,749.1,3629.8,3462.0,3121,24694,824.5,1111.7,1054.0,129,2502,235.7,1592.7,1600.0,1535,1792,28.9,cudaLaunchKernel,"quantize_q8_1(const float *, void *, long, long)"
