Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
1.2,114516534,59136,1936.5,1920.0,1824,1985,22.2,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, __half, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
1.0,93719328,49148,1906.9,1664.0,1599,15456,771.1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)1>(const float *, void *, long, long, long)"
0.9,88773290,59264,1497.9,1472.0,1280,2272,177.0,"void convert_unary<float, __half>(const void *, T2 *, long)"
0.8,81307568,59264,1372.0,1344.0,1248,4320,143.9,"void convert_unary<__half, float>(const void *, T2 *, long)"
0.6,57488887,12288,4678.5,4672.0,4576,5376,59.8,"concat_f32_dim0(const float *, const float *, float *, long, long)"
0.4,41683110,24384,1709.4,1696.0,1632,1792,34.7,"void l2_norm_f32<(int)256>(const float *, float *, int, float)"
0.3,33370614,12288,2715.7,2560.0,2240,23488,1760.7,"void ssm_conv_single_seq_f32_nc4<(int)32>(const float *, const float *, const float *, float *, int, int, int, int, int)"
0.3,31751013,16252,1953.7,1920.0,1824,12832,654.7,"void hadamard_f32<(int)256>(const char *, char *, int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.3,31306998,16383,1910.9,1792.0,1632,19584,1390.0,"void k_add_same<(int)256, float>(long, const T2 *, const T2 *, T2 *)"
0.3,30799532,7934,3882.0,3840.0,3647,15648,1012.0,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.3,30038377,789,38071.5,34496.0,8096,59648,15360.4,"void mul_mat_q_split_k_fixup<(int)96, (int)8, (bool)0, (int)4>(float *, const float *, int, int, int)"
0.3,27528072,96,286750.8,287055.0,274048,294111,3818.6,"void mul_mat_q_split_k<(ggml_type)159, (int)96, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
0.3,26693345,12288,2172.3,2080.0,2016,13280,938.6,"void fused_rms_norm_f32<(int)128, float>(const T2 *, const float *, float *, int, float)"
0.3,26042071,16258,1601.8,1600.0,1536,1760,24.4,"quantize_q8_1(const float *, void *, long, long)"
0.3,25932233,12288,2110.4,2112.0,2047,3392,79.1,"ssm_conv_single_seq_final_state_f32(const float *, const float *, float *, int, int, int, int, int, int)"
0.2,23971850,12414,1931.0,1600.0,1344,34240,3168.2,"fused_mul_silu_f32(const float *, const float *, float *, int)"
0.2,20317075,12288,1653.4,1664.0,1599,1952,31.4,"k_fused_softplus(int, int, const float *, const float *, const float *, float *)"
0.2,18049876,12288,1468.9,1376.0,1343,12544,937.2,"silu_f32(const float *, float *, int)"
0.2,17363033,8190,2120.0,2112.0,1920,13344,676.2,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool)"
0.2,17315699,8190,2114.2,2080.0,1920,11904,620.4,"void fused_rms_norm_f32<(int)256, float>(const T2 *, const float *, float *, int, float)"
0.1,7961213,3967,2006.9,1952.0,1919,8960,589.6,"void k_bin_bcast<&op_mul, float, float, float>(const T2 *, const T3 *, T4 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
0.1,5578014,3967,1406.1,1376.0,1344,5760,370.0,"sigmoid_f32(const float *, float *, int)"
0.0,851165,192,4433.2,4464.0,3968,4928,202.2,"void l2_norm_f32_nc<(int)32>(const float *, float *, int, long, long, long, float)"
0.0,712000,96,7416.7,7424.0,7232,7616,83.4,"scale_f32(const float *, float *, float, float, long)"
