Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.3,26039889,12288,2119.1,2112.0,2048,3296,75.4,"ssm_conv_single_seq_final_state_f32(const float *, const float *, float *, int, int, int, int, int, int)"
0.2,22753746,12414,1832.9,1408.0,1344,34080,3162.9,"fused_mul_silu_f32(const float *, const float *, float *, int)"
0.2,20338041,12288,1655.1,1664.0,1599,1920,32.0,"k_fused_softplus(int, int, const float *, const float *, const float *, float *)"
0.2,18071632,12288,1470.7,1376.0,1343,13152,936.7,"silu_f32(const float *, float *, int)"
0.2,17354743,8190,2119.0,2112.0,1952,11872,615.6,"void fused_rms_norm_f32<(int)256, float>(const T2 *, const float *, float *, int, float)"
0.2,17346291,8190,2118.0,2112.0,1952,13504,668.8,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool)"
0.1,7958999,3967,2006.3,1952.0,1919,8928,588.1,"void k_bin_bcast<&op_mul, float, float, float>(const T2 *, const T3 *, T4 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
0.1,5592511,3967,1409.8,1376.0,1343,5760,373.4,"sigmoid_f32(const float *, float *, int)"
0.0,851520,192,4435.0,4448.0,4064,4928,194.4,"void l2_norm_f32_nc<(int)32>(const float *, float *, int, long, long, long, float)"
0.0,717247,96,7471.3,7456.0,7296,8096,109.4,"scale_f32(const float *, float *, float, float, long)"
